created_at,username,tweet,web,location
Wed Oct 13 04:09:19 +0000 2021,njewyy,@BadmintonTalk jalur zonasi,https:twitter.com/njewyy/status/1448138755148173313,
Tue Oct 12 14:05:58 +0000 2021,chifhuy,@animefess_ Katanya murid jalur zonasi gitu sie,https:twitter.com/chifhuy/status/1447926519544823811,
Tue Oct 12 13:32:41 +0000 2021,Gojek_official,@orangbiasamales Jalur zonasi auto diterima,https:twitter.com/Gojek_official/status/1447918145721749504,DegoRide
Tue Oct 12 12:26:09 +0000 2021,CalianaAmeera,"and I plan when I graduate from middle school, saya ingin lanjut ke SMA 9 Gowa (karena bisa jalur zonasi pastinya)
Dan saya berencana untuk lanjut kuliah ke universitas Indonesia (Jika Allah mengkehendaki🙏🏻)",https:twitter.com/CalianaAmeera/status/1447901401699418113,"Gowa, Sulawesi Selatan"
Tue Oct 12 07:54:02 +0000 2021,ubeubean,kl ips di sklh gw udh jls dipandang jelek soalny dulu jalur mskny selain zonasi nilai un mrka jg ga nyampe 30 sumpah malu bgt ga lo,https:twitter.com/ubeubean/status/1447832919540527104,PINTU KELUAR ADA DI POJOK KIRI
Tue Oct 12 06:55:38 +0000 2021,sayajodohnysana,@starfess jalur zonasi,https:twitter.com/sayajodohnysana/status/1447818224909783042,Sana
Tue Oct 12 05:08:06 +0000 2021,mengcintamu,"@J4KEYOON ppdb kalo ke negeri 50% jalur zonasi, afirmasi 20%, umum (rapot, japres) 25%, sama anak guru / perpindahan tugas wali 4% keterimanya",https:twitter.com/mengcintamu/status/1447791164048883718, amii / zeara
Tue Oct 12 02:37:30 +0000 2021,munfess,-rl boleh ngga ya nanya kayak gini.. disini ada yang masuk sma nya pake jalur prestasi (nilai) ngga? udah pasrah banget kalau zonasi gak bakal dapet. yang masuk pake jalur prestasi itu total keseluruhannya berapa atau minimal supaya bisa masuk? :(,https:twitter.com/munfess/status/1447753260870160385,
Tue Oct 12 02:15:50 +0000 2021,geuncity,@leaderywon ak mw jalur zonasi 🙋🏻‍♂️,https:twitter.com/geuncity/status/1447747811257192451,rant
Mon Oct 11 14:01:02 +0000 2021,arshababiey,"@chitaglorya buat bayar kuliahh... modal usaha ibu... bayar sekolah adek yang bungsu, karena dia gak bisa sekolah negeri karna jauh (sekarang jalur zonasi), terpaksa harus swasta padahal uang kami paspasan banget kala itu🥺 udah tahun kedua pun belum lunas uang gedung adek🥺",https:twitter.com/arshababiey/status/1447562892241371142,
Mon Oct 11 12:52:50 +0000 2021,iniedin,"@schfess kalo ngga keterima ikut jalur 2 zonasi ntar yg ngurusin titik rumahnya juga sekolah tinggal kita cek bener apa ngga trs submit trs tinggal tunggu confirm
biasanya jaraknya ngga terlalu jauh sih dari jalur 1-2 sama web nya emg sering error gitu waktu itu jadi prosesnya mayan lama",https:twitter.com/iniedin/status/1447545729761771525,Exo planet - Neocity
Mon Oct 11 12:23:52 +0000 2021,svtwonujjang,Gak tau kenapa makin ke sini makin ngerasa sekolah jalur zonasi dan umur itu ngebebanin banget,https:twitter.com/svtwonujjang/status/1447538438345945088,she/her
Mon Oct 11 12:19:26 +0000 2021,ReghyHayu,"@sbyfess Zonasi, nilai raport sama ada jalur khusus. Coba cek di web PPDB aja",https:twitter.com/ReghyHayu/status/1447537324930207751,Jawa Timur
Mon Oct 11 06:08:15 +0000 2021,itscloudymood,"Dari dulu, gue pgnnya kuliahnya disini, tapi nyokap bilang supaya mudah di unpad atau ptn yg ada di bandung aja, yg biar lewat jalur zonasi, karena gue dom jabar SMA nya https://t.co/adR5f7TVjZ",https:twitter.com/itscloudymood/status/1447443911106961409,
Sun Oct 10 20:59:44 +0000 2021,woonzgi,"tmn w sekelas dl masuk ke 1 sma yg sama kaya aku, bahkan sekelas sm aku.. kalo aja aku ga ngasih tau kalo dia keterima di jalur zonasi, mungkin dia bakal sekolah di sma lain yg jauh. tapi kok tingkahmu kaya ga berterima kasih gitu? apa gara2 punya sirkel baru? trs aku ditinggal",https:twitter.com/woonzgi/status/1447305874427375617,"Central Java, Indonesia"
Sun Oct 10 09:50:34 +0000 2021,sisilayaa,@andhikaramadhn_ jalur zonasi,https:twitter.com/sisilayaa/status/1447137473339932673,jogja people
Sat Oct 09 16:14:06 +0000 2021,Thalassaea,"@schfess Tergantung banyaknya peminat disekolah tsb deh nder kalo gk salah, soalnya dikotaku yang sekolah fav jalur zonasi yang keterima jaraknya meteran",https:twitter.com/Thalassaea/status/1446871602897977347,fvck physics
Sat Oct 09 15:14:04 +0000 2021,admiresjay_,"@jinerouslyy langsung jalur undangan zonasi dekat dihati si aku,, 😎🙌🏻",https:twitter.com/admiresjay_/status/1446856496281645069,pjs • jjk 💍
Fri Oct 08 15:39:27 +0000 2021,ChabiebA,@MafiaWasit Besok2 pon pake jalur Zonasi aja mbah biar makin ruwet 🇮🇩,https:twitter.com/ChabiebA/status/1446500497083420673,tangerang
Fri Oct 08 13:28:09 +0000 2021,Yradhian,Optimis masuk surga jalur zonasi.,https:twitter.com/Yradhian/status/1446467452318060552,
Fri Oct 08 12:33:25 +0000 2021,rfindria,@jenio_rh jalur zonasi,https:twitter.com/rfindria/status/1446453679926562822,✞
Fri Oct 08 05:57:53 +0000 2021,viviarans,"@HAIKYUUFESS itu au yang osamu pakai kacamata ke sekolah terus di bully sama suna bukan sih?
atsumu beda sekolah sama sakusa &amp; osamu karena daftar sekolah lewat jalur zonasi",https:twitter.com/viviarans/status/1446354138304966656,
Thu Oct 07 17:33:01 +0000 2021,berfrasa,"@schfess Ya belajar, pake nilai prestasi. Kan ada jalur selain zonasi",https:twitter.com/berfrasa/status/1446166689716969484,"They/them, 20. "
Thu Oct 07 16:57:38 +0000 2021,kanaloveherself,"@weaskeey mending gue ke akhirat aja deh, yang jalur zonasi bisa ga ya",https:twitter.com/kanaloveherself/status/1446157784416800774,
Thu Oct 07 16:33:48 +0000 2021,annvashe,"@schfess kalo aku dulu gini. tetep ikut yg zonasi, ikut yg pake nilai rapor jg. pokoknya ikutin semua jalur buat sma yg emang diinginin. tp jg persiapin pilihan terakhir, swasta. banyak2 doa nder, semoga keterima di sma yg km mau",https:twitter.com/annvashe/status/1446151784183918592,
Thu Oct 07 14:45:04 +0000 2021,sayajodohnysana,jalur zonasi https://t.co/4kDAy3RrDh,https:twitter.com/sayajodohnysana/status/1446124420758601745,Sana
Thu Oct 07 14:18:22 +0000 2021,sushikejuuu,"jalur zonasi, krn ga lolos jalur prestasi https://t.co/zTRwxxCwx3",https:twitter.com/sushikejuuu/status/1446117701957521417,
Thu Oct 07 12:38:06 +0000 2021,schfess,"sch! Ya Allah hidup itu memang pilihan, tapi kalau masalah pendidikan🎒🏫📚🎓 aku bener-bener pasrah, presentase ppdb SMA jalur zonasi 50%, semoga aja ada harapan aamiin. Sender percaya Tuhan pasti memberikan yang terbaik ☺, semoga juga aku bisa ikutan bimbel🤗 semangat semua!",https:twitter.com/schfess/status/1446092469943169024,RULES & Links 👉
Thu Oct 07 08:22:38 +0000 2021,Henrys_18,@kamalacempaka @blueietha @sinok_Veei @TaliUdeng @sinok_Veei grg wati jalur zonasi 🤭,https:twitter.com/Henrys_18/status/1446028180347777025,di timelinmu 
Thu Oct 07 06:21:53 +0000 2021,nty_____aaa,"ya ampun presentase daftar ppdb sma jalur zonasi 50%, aku hanya bisa tersenyum 😄",https:twitter.com/nty_____aaa/status/1445997790233038848,
Thu Oct 07 05:23:29 +0000 2021,Jaeneom,@rfenjun Jalur zonasi kak,https:twitter.com/Jaeneom/status/1445983095186870276,"XX, Hyewon."
Wed Oct 06 14:23:24 +0000 2021,jengyangwe,Yakali jalur zonasi https://t.co/pUQHETXI4R,https:twitter.com/jengyangwe/status/1445756581988089872,she/her
Wed Oct 06 08:32:25 +0000 2021,helgapaulina13,"RT @schfess: sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan…",https:twitter.com/helgapaulina13/status/1445668253687156741,
Wed Oct 06 08:29:13 +0000 2021,kwangsum,"iya, beli bangku. UNTUNG G SEKELAS WKWKWKW. terus sma dia skrg juga sma favorit, padahal nilai dia jauh di bawah rata-rata, zonasi juga nggak mencukupi. eh ternyata pake jalur afirmasi wkwkw. padahal anak orang kaya, anak isilop. hadehh",https:twitter.com/kwangsum/status/1445667448892522500,she/her 15
Wed Oct 06 07:50:23 +0000 2021,freedomsya,@schfess menurutku gabisa 100% zonasi sih jadi emang harus dipadupadankan sama jalur lain yang tetep membuka kesempatan bagi siswa berprestasi tapi kalah dalam jarak sekolah,https:twitter.com/freedomsya/status/1445657676122259459,
Wed Oct 06 07:33:01 +0000 2021,schfess,"sch! Menurut kalian, apa yg akan terjadi di masa depan jika sekolah negeri trs menggunakan sistem jalur zonasi utk penerimaan murid baru &amp; orang terus memalsukan data utk masuk ke sana?",https:twitter.com/schfess/status/1445653304629817344,RULES & Links 👉
Wed Oct 06 03:30:02 +0000 2021,heestamps,"@MX82O Ki niat bgt 😭😭😭 tapi hatur nuhun pisan gue bener2 gak ngerti soalnya, sunda jalur zonasi gini nih",https:twitter.com/heestamps/status/1445592157813817344,she / her
Tue Oct 05 17:35:18 +0000 2021,AkangCabang,@sbyfess Jalur zonasi,https:twitter.com/AkangCabang/status/1445442488584441860,
Tue Oct 05 15:35:31 +0000 2021,lvusmuch,jalur zonasi https://t.co/ezgsAssaf5,https:twitter.com/lvusmuch/status/1445412342955589642,she / her 
Tue Oct 05 12:40:22 +0000 2021,wonwoobubbles,"@coldrebellion Akhirnya aku ikut jalur zonasi dan keterima. Yang awalnya aku ga ser sama univ itu sekarang jadi ikhlas, bahkan udah bikin planning ke depannya bakal gimana. Semoga ga ngecewain mama ya ma🤍",https:twitter.com/wonwoobubbles/status/1445368263899168769,she/her
Tue Oct 05 12:34:57 +0000 2021,Moonyxandrose,"ganti juga dong kebijakan. ppdb dki semakin dipersulit. ada jalur umum, jalur lokal, jalur prestasi. padahal dulu tuh ppdb dki murni jalur umum semua. gua yakin bisa masuk jalur umum. tp pas gua kelas 3 smp saat itu, ketentuan berubah berdasarkan sistem zonasi 😌",https:twitter.com/Moonyxandrose/status/1445366899039039491,Amazon lily
Tue Oct 05 07:19:25 +0000 2021,atus_hani,"@Gangga_ksma Wes tak kancani ujung""e kalah jalur zonasi",https:twitter.com/atus_hani/status/1445287492744138755,Purwokerto
Tue Oct 05 05:42:23 +0000 2021,anotherfiyy,"@schfess klo man dulu aku ada tes btq, wawancara, sikotes, ama tes tulis materi UN yaa u know semacam mtk, bindo dkk
trus klo jalur prestasi ada tes buat prestasinya kek apa ya, klo kmu punya prestasi lari ya dites lari gtu"" lah 
klo sma skrang keknya lebi ke zonasi ga sii",https:twitter.com/anotherfiyy/status/1445263074881986561,bukan bakpia | MDNI
Tue Oct 05 03:29:52 +0000 2021,naurrida,"Ini akun kedua, tapi anggap aja akun pertama. Disini gaada seleksi jalur zonasi",https:twitter.com/naurrida/status/1445229725836722187,
Tue Oct 05 01:29:04 +0000 2021,tin_tinri,"@diansyah_rifky @abiridwan2173 Lolos Jalur affirmassi usia lanjut 😂#hidup tua !! Membayangkan kan ada jalur zonasi radius, spt PPdB 🤣😂 krn skolahan saya hnya 200 meter dr rmh hahahah",https:twitter.com/tin_tinri/status/1445199326074966016,"Yogyakarta, Indonesia"
Tue Oct 05 00:03:25 +0000 2021,sukaindomilky,"@subschfess bisa, tapi liat urutan alur ppdb dulu nya nder, misalnya di sma ku dlu, itu urutannya jalur prestasi dulu, kemudian afirmasi, zonasi, dan terakhir tes mandiri. masing-masing jalur pendaftaran itu ada batasan tanggalnya, jadi coba kamu cek dulu aja tanggal-tanggalnya",https:twitter.com/sukaindomilky/status/1445177771714441219,zaramaraz
Mon Oct 04 23:57:23 +0000 2021,subschfess,"sch! buat kakak2 kls 10 yg kemaren ppdb, mau nanya kalo misal kita daftar di sekolah A pkek jalur zonasi, nah ternyata aku ngga diterima trs klo aku mau daftar tpi pindah lewat jalur prestasi tpi disekolah yg sama, kira2 bisa ngga? tia",https:twitter.com/subschfess/status/1445176254102048772,RULES 👉
Sat Oct 09 07:56:25 +0000 2021,DEWITOGEL1,Wali Kota Pontianak sampaikan masalah zonasi pendidikan kepada DPR https://t.co/Hxk9iIjsT3,https:twitter.com/DEWITOGEL1/status/1446746357319020545,JAKARTA
Sat Oct 09 07:27:43 +0000 2021,bocorantogelHK,Wali Kota Pontianak sampaikan masalah zonasi pendidikan kepada DPR https://t.co/o4fMaKa9TE,https:twitter.com/bocorantogelHK/status/1446739133850861571,Vietnam
Fri Oct 08 18:10:05 +0000 2021,antaranews,Wali Kota Pontianak sampaikan masalah zonasi pendidikan kepada DPR https://t.co/A9t1uJ1r1C,https:twitter.com/antaranews/status/1446538403672039425,NKRI
Thu Oct 07 06:27:04 +0000 2021,jawapos,Kemdikbud Lakukan Zonasi di Situs Liyangan https://t.co/e9TZnVliY9,https:twitter.com/jawapos/status/1445999095085092870,"Gedung Graha Pena Lt.10, Jl. R"
Wed Oct 06 09:38:30 +0000 2021,kemenkumhamdiy,"Kegiatan Penyebarluasan Informasi Hukum, Penyuluh Hukum Zonasi Kulonprogo Lakukan Penyuluhan di Rutan Wates , Rabu (05/10/21).
Selengkapnya di :
https://t.co/9si3xpKHup https://t.co/iwborym4g5",https:twitter.com/kemenkumhamdiy/status/1445684883917922312,"Yogyakarta, Indonesia"
